"Public health expenditure (% of GDP)"
"188"," Central African Republic","1.4","","2.1","","2.1","","2.0","","1.8","","1.8","","1.9","","2.1",""
"186"," Chad","2.0","","2.7","","1.6","","1.2","","1.5","","1.4","","1.8","","2.0",""
"38"," Chile","2.5","","3.3","","2.5","","3.3","","3.3","","3.5","","3.6","","3.9",""
"90"," China","1.8","","1.8","","1.8","","2.7","","2.8","","2.9","","3.0","","3.1",""
"95"," Colombia","3.7","","4.7","","4.3","","5.0","","5.0","","5.3","","5.2","","5.4",""
"160"," Comoros","2.9","","1.5","","2.3","","1.5","","1.7","","2.6","","2.0","","2.2",""
"135"," Congo","1.9","","1.2","","1.4","","1.4","","2.0","","3.1","","4.1","","4.2",""
"176"," Congo (Democratic Republic of the)","0.2","","0.0","","0.8","","1.1","","1.3","","1.7","","1.3","","1.6",""
"66"," Costa Rica","5.0","","5.6","","5.5","","7.1","","7.2","","7.0","","6.9","","6.8",""
"45"," Croatia","5.8","","6.6","","5.9","","7.1","","6.3","","6.4","","6.4","","6.4",""
"68"," Cuba","4.6","","5.5","","8.7","","9.7","","10.1","","8.1","","9.0","","10.6",""
"33"," Cyprus","1.7","","2.4","","2.7","","3.4","","3.5","","3.4","","3.5","","3.3",""
"28"," Czech Republic","6.1","","5.7","","6.1","","6.2","","6.3","","6.3","","6.3","","6.3",""
"171"," Côte d'Ivoire","1.6","","1.8","","1.3","","1.7","","1.6","","1.9","","1.8","","1.7",""
"5"," Denmark","6.7","","7.3","","8.3","","9.4","","9.3","","9.4","","9.6","","9.2",""
"172"," Djibouti","2.4","","3.9","","4.9","","5.2","","5.0","","5.3","","5.3","","6.8",""
"96"," Dominica","4.2","","3.3","","3.0","","4.0","","4.0","","3.7","","3.8","","3.8",""
"99"," Dominican Republic","1.2","","2.2","","1.5","","2.3","","2.6","","2.7","","2.6","","2.9",""
"89"," Ecuador","1.9","","0.9","","1.3","","2.5","","2.6","","3.0","","3.9","","4.5",""
"111"," Egypt","1.6","","2.2","","2.0","","1.9","","2.0","","1.9","","2.1","","2.2",""
"117"," El Salvador","2.5","","3.8","","3.8","","4.3","","4.3","","4.2","","4.6","","4.5",""
"135"," Equatorial Guinea","3.9","","2.2","","0.9","","3.1","","2.6","","3.3","","3.0","","2.9",""
"179"," Eritrea","2.2","","1.6","","1.1","","1.4","","1.4","","1.4","","1.4","","1.5",""
"30"," Estonia","5.7","","4.1","","3.9","","4.9","","4.6","","5.1","","5.1","","5.0",""
"174"," Ethiopia","1.2","","2.4","","2.6","","3.7","","3.7","","3.3","","3.0","","2.9",""
"91"," Fiji","2.5","","3.2","","2.9","","3.0","","2.7","","2.8","","2.9","","3.0",""
"23"," Finland","5.6","","5.1","","6.2","","6.7","","6.8","","7.0","","7.2","","7.3",""
"21"," France","8.1","","7.8","","8.3","","8.7","","8.7","","8.8","","8.9","","9.0",""
"109"," Gabon","1.3","","1.2","","1.1","","2.4","","2.1","","2.2","","2.9","","2.4",""
"173"," Gambia","1.0","","1.2","","2.9","","3.4","","3.7","","3.7","","4.2","","5.0",""
"70"," Georgia","0.3","","1.2","","1.6","","2.3","","1.7","","1.2","","1.3","","1.6",""
"4"," Germany","7.7","","8.0","","8.0","","8.6","","8.3","","8.4","","8.6","","8.7",""
"139"," Ghana","1.6","","1.5","","2.9","","3.8","","3.6","","3.1","","3.2","","2.1",""
"29"," Greece","4.3","","4.6","","5.6","","6.2","","6.7","","6.3","","6.1","","5.0",""
"79"," Grenada","3.0","","3.4","","2.9","","3.1","","3.0","","3.0","","2.8","","2.8",""
"125"," Guatemala","1.6","","1.9","","2.2","","2.4","","2.2","","2.1","","2.3","","2.3",""
"183"," Guinea","1.2","","1.1","","0.6","","2.0","","2.0","","2.1","","2.4","","2.7",""
"178"," Guinea-Bissau","1.6","","0.5","","1.1","","1.8","","1.0","","1.6","","1.6","","1.1",""
"127"," Guyana","4.1","","5.0","","4.4","","4.5","","4.6","","4.3","","2.9","","3.1",""
"163"," Haiti","2.7","","1.7","","0.9","","1.4","","1.8","","1.0","","1.7","","1.6",""
"130"," Honduras","2.9","","3.6","","3.9","","4.2","","3.9","","4.5","","4.5","","4.4",""
"43"," Hungary","6.1","","5.0","","5.8","","5.1","","5.0","","4.9","","4.9","","4.9",""
"9"," Iceland","6.9","","7.5","","7.5","","7.1","","7.0","","7.0","","7.1","","7.2",""
"131"," India","1.1","","1.1","","1.1","","1.2","","1.2","","1.2","","1.3","","1.4",""
"113"," Indonesia","0.7","","0.7","","0.8","","1.0","","1.0","","1.1","","1.2","","1.1",""
"69"," Iran (Islamic Republic of)","1.7","","1.9","","2.3","","2.7","","2.5","","2.7","","2.7","","2.8",""
"121"," Iraq","","","","","2.8","","2.8","","2.5","","3.3","","3.7","","3.3",""
"8"," Ireland","4.7","","4.5","","5.5","","6.1","","5.5","","5.6","","5.3","","5.1",""
"19"," Israel","5.0","","4.5","","4.4","","4.6","","4.6","","4.9","","4.9","","4.8",""
"26"," Italy","5.0","","5.7","","6.6","","7.3","","7.0","","7.0","","7.0","","7.0",""
"94"," Jamaica","2.2","","3.2","","2.0","","3.0","","2.8","","3.3","","3.4","","2.8",""
"17"," Japan","5.5","","6.1","","6.7","","7.9","","8.3","","8.4","","8.5","","8.6",""
"86"," Jordan","5.3","","4.6","","4.8","","5.9","","5.9","","5.5","","4.9","","5.2",""
"56"," Kazakhstan","3.0","","2.1","","2.5","","2.5","","2.3","","2.4","","2.2","","2.4",""
"146"," Kenya","2.0","","2.2","","1.8","","1.4","","2.6","","3.3","","3.3","","3.5",""
"137"," Kiribati","9.0","","7.6","","9.5","","8.7","","8.6","","8.3","","8.2","","8.3",""
"18"," Korea (Republic of)","1.4","","2.1","","2.8","","3.9","","3.8","","3.9","","3.9","","4.0",""
"51"," Kuwait","3.1","","1.9","","1.9","","2.3","","2.3","","2.2","","2.2","","2.6",""
"120"," Kyrgyzstan","3.1","","2.1","","2.4","","3.7","","3.7","","4.2","","3.9","","3.6",""
"138"," Lao People's Democratic Republic","2.2","","1.1","","0.7","","1.3","","0.8","","0.8","","1.0","","0.9",""
"44"," Latvia","3.8","","3.3","","3.6","","3.9","","3.9","","3.6","","3.5","","3.7",""
"76"," Lebanon","4.2","","3.2","","3.7","","2.7","","2.7","","3.2","","3.1","","3.0",""
"160"," Lesotho","3.6","","3.5","","3.3","","8.1","","9.1","","8.4","","8.4","","8.1",""
"177"," Liberia","","","1.4","","1.6","","2.7","","3.9","","3.4","","2.8","","3.2",""
"102"," Libya","1.5","","1.7","","1.7","","2.1","","3.0","","3.0","","3.0","","3.7",""
"37"," Lithuania","4.0","","4.5","","4.0","","5.0","","4.7","","4.3","","4.3","","4.4",""
"20"," Luxembourg","5.1","","6.4","","6.7","","6.6","","6.3","","6.0","","5.9","","5.8",""
"158"," Madagascar","1.4","","2.6","","2.6","","2.6","","2.4","","1.8","","2.6","","1.5",""
"170"," Malawi","1.9","","2.8","","6.1","","6.3","","6.9","","6.8","","5.8","","6.0",""
"59"," Malaysia","1.7","","1.7","","1.7","","2.3","","2.1","","2.2","","2.2","","2.3",""
"105"," Maldives","3.7","","5.1","","7.1","","5.3","","5.6","","6.5","","8.3","","10.8",""
"175"," Mali","2.6","","2.1","","3.0","","2.8","","3.0","","2.3","","1.1","","1.6",""
"33"," Malta","3.8","","4.7","","6.0","","5.2","","6.5","","6.6","","6.6","","6.7",""
"0"," Marshall Islands","28.1","","19.2","","14.7","","14.4","","14.3","","13.9","","14.6","","14.4",""
"157"," Mauritania","2.2","","2.8","","2.0","","1.5","","1.3","","1.4","","1.7","","1.9",""
"64"," Mauritius","2.0","","2.0","","2.2","","2.6","","2.5","","2.3","","2.4","","2.4",""
"77"," Mexico","2.1","","2.3","","2.6","","3.1","","3.1","","3.2","","3.3","","3.3",""
"127"," Micronesia (Federated States of)","8.7","","7.4","","11.3","","12.6","","12.5","","11.6","","12.1","","12.4",""
"107"," Moldova (Republic of)","5.8","","3.2","","4.2","","5.6","","5.3","","5.5","","5.0","","5.3",""
"0"," Monaco","2.8","","2.9","","3.5","","3.9","","3.7","","3.8","","3.6","","3.8",""
"92"," Mongolia","2.6","","3.8","","2.5","","2.7","","2.6","","2.3","","2.2","","2.6",""
"48"," Montenegro","5.2","","5.2","","6.0","","4.2","","4.2","","4.5","","3.7","","3.7",""
"123"," Morocco","1.2","","1.2","","1.4","","2.1","","2.1","","2.2","","2.0","","2.0",""
"181"," Mozambique","3.4","","4.3","","4.3","","3.0","","2.7","","2.8","","3.1","","3.9",""
"145"," Myanmar","0.4","","0.3","","0.2","","0.3","","0.3","","0.8","","0.8","","1.0",""
"125"," Namibia","4.4","","4.2","","3.6","","4.6","","5.3","","4.9","","5.0","","5.4",""
"0"," Nauru","12.3","","12.5","","11.6","","8.5","","7.1","","6.5","","4.2","","2.9",""
"144"," Nepal","1.4","","1.4","","1.6","","2.9","","3.2","","2.5","","2.2","","2.3",""
"7"," Netherlands","5.3","","4.7","","6.7","","9.1","","9.1","","9.5","","9.6","","9.5",""
"13"," New Zealand","5.4","","5.8","","6.6","","9.3","","9.3","","9.5","","9.2","","9.1",""
"124"," Nicaragua","4.2","","2.9","","3.5","","4.3","","4.1","","4.3","","4.4","","5.1",""
"187"," Niger","1.5","","1.5","","3.0","","2.2","","2.5","","2.2","","2.5","","3.2",""
"152"," Nigeria","0.7","","0.9","","1.2","","0.9","","1.2","","1.0","","0.9","","0.9",""
"1"," Norway","6.5","","6.8","","7.4","","7.8","","7.7","","7.8","","8.0","","8.3",""
"52"," Oman","3.1","","2.5","","2.1","","2.3","","2.0","","2.1","","2.4","","3.2",""
"147"," Pakistan","0.7","","0.6","","0.7","","1.0","","0.9","","1.0","","1.0","","0.9",""
"60"," Palau","8.7","","6.4","","5.9","","7.6","","6.5","","6.7","","6.6","","6.5",""
"60"," Panama","5.2","","5.3","","5.2","","5.7","","5.1","","5.0","","5.8","","5.9",""
"154"," Papua New Guinea","2.5","","3.3","","5.5","","3.2","","4.0","","3.7","","3.9","","3.5",""
"110"," Paraguay","2.1","","3.2","","2.4","","3.4","","3.8","","4.6","","4.8","","4.5",""
"87"," Peru","2.4","","2.7","","2.7","","2.8","","2.6","","2.8","","3.0","","3.3",""
"116"," Philippines","1.4","","1.5","","1.5","","1.6","","1.3","","1.4","","1.4","","1.6",""
"36"," Poland","3.9","","3.9","","4.3","","4.9","","4.7","","4.6","","4.5","","4.5",""
"41"," Portugal","4.6","","6.2","","7.0","","7.2","","6.7","","6.2","","6.2","","6.2",""
"33"," Qatar","2.3","","1.6","","2.5","","1.6","","1.5","","1.8","","1.9","","1.9",""
"50"," Romania","2.4","","3.5","","4.4","","4.7","","4.4","","4.4","","4.5","","4.5",""
"49"," Russian Federation","4.0","","3.2","","3.2","","3.7","","3.6","","3.8","","3.7","","3.7",""
"159"," Rwanda","1.6","","1.7","","3.2","","2.9","","2.8","","2.8","","2.9","","2.9",""
"74"," Saint Kitts and Nevis","3.2","","2.6","","1.9","","2.5","","2.3","","2.4","","2.2","","2.1",""
"92"," Saint Lucia","3.0","","2.9","","2.9","","4.0","","3.3","","4.2","","3.5","","3.6",""
"99"," Saint Vincent and the Grenadines","3.8","","3.1","","3.0","","3.9","","4.1","","4.4","","4.3","","4.4",""
"104"," Samoa","3.4","","4.1","","3.6","","5.0","","5.1","","4.3","","6.2","","6.5",""
"0"," San Marino","4.6","","4.4","","3.8","","4.6","","5.3","","5.9","","5.7","","5.7",""
"142"," Sao Tome and Principe","2.8","","3.8","","5.3","","2.5","","2.6","","2.5","","3.6","","3.6",""
"38"," Saudi Arabia","1.5","","3.1","","2.5","","2.3","","2.5","","2.8","","3.1","","3.5",""
"162"," Senegal","1.3","","1.9","","3.0","","2.4","","2.3","","2.2","","2.2","","2.4",""
"66"," Serbia","4.3","","4.3","","5.7","","6.2","","6.0","","6.0","","6.0","","6.4",""
"63"," Seychelles","4.2","","3.8","","3.6","","3.2","","3.2","","3.8","","3.3","","3.1",""
"179"," Sierra Leone","2.4","","3.5","","2.7","","2.4","","2.6","","2.0","","1.7","","1.9",""
"5"," Singapore","1.5","","1.2","","1.0","","1.4","","1.3","","1.5","","1.7","","2.1",""
"40"," Slovakia","5.4","","4.9","","5.2","","5.8","","5.6","","5.7","","5.8","","5.8",""
"25"," Slovenia","5.8","","6.1","","6.2","","6.7","","6.7","","6.8","","6.7","","6.6",""
"156"," Solomon Islands","3.0","","4.3","","7.4","","7.0","","4.7","","5.1","","5.0","","4.6",""
"119"," South Africa","3.4","","3.3","","3.3","","4.0","","4.1","","4.3","","4.2","","4.2",""
"181"," South Sudan","","","","","","","","","","","0.9","","0.9","","1.1",""
"27"," Spain","5.4","","5.2","","5.9","","7.2","","7.0","","6.7","","6.5","","6.4",""
"73"," Sri Lanka","1.6","","1.8","","1.9","","1.6","","1.4","","1.2","","2.1","","2.0",""
"165"," Sudan","0.8","","0.9","","1.1","","2.7","","2.6","","1.9","","1.9","","1.8",""
"97"," Suriname","4.5","","5.6","","3.5","","2.9","","2.9","","3.2","","3.2","","2.9",""
"148"," Swaziland","2.8","","3.0","","4.6","","6.0","","6.0","","6.3","","7.4","","7.0",""
"14"," Sweden","6.9","","6.9","","7.4","","7.7","","9.9","","10.0","","10.1","","10.0",""
"2"," Switzerland","5.0","","5.5","","6.5","","7.1","","7.2","","7.5","","7.7","","7.7",""
"149"," Syrian Arab Republic","2.2","","2.0","","2.1","","1.5","","1.5","","1.5","","1.5","","1.5",""
"129"," Tajikistan","1.3","","0.9","","1.1","","1.6","","1.7","","1.9","","2.1","","2.0",""
"151"," Tanzania (United Republic of)","1.4","","1.1","","3.0","","2.1","","2.5","","2.8","","2.6","","2.6",""
"87"," Thailand","2.0","","2.3","","3.4","","4.4","","5.0","","5.2","","5.3","","5.6",""
"82"," The former Yugoslav Republic of Macedonia","5.0","","4.8","","4.8","","4.3","","4.3","","4.4","","4.2","","4.1",""
"133"," Timor-Leste","","","1.2","","0.6","","0.8","","0.7","","0.9","","1.2","","1.3",""
"166"," Togo","1.5","","1.4","","1.9","","1.9","","1.7","","1.9","","2.1","","2.0",""
"101"," Tonga","2.7","","3.4","","5.7","","3.7","","3.2","","3.6","","4.1","","4.3",""
"65"," Trinidad and Tobago","2.6","","2.0","","2.6","","3.0","","2.7","","2.9","","3.1","","3.2",""
"97"," Tunisia","2.9","","3.0","","2.9","","3.8","","4.2","","4.2","","4.2","","4.0",""
"71"," Turkey","1.8","","3.1","","3.7","","4.4","","4.2","","4.1","","4.2","","4.2",""
"111"," Turkmenistan","1.9","","3.2","","2.0","","1.2","","1.3","","1.3","","1.4","","1.3",""
"0"," Tuvalu","8.0","","15.7","","18.2","","16.6","","16.8","","13.6","","16.5","","16.4",""
"163"," Uganda","1.4","","1.8","","2.4","","3.1","","2.6","","2.2","","2.1","","1.8",""
"84"," Ukraine","5.1","","2.9","","3.8","","4.4","","3.7","","4.1","","4.2","","3.6",""
"42"," United Arab Emirates","2.1","","1.7","","1.4","","2.8","","2.7","","2.5","","2.6","","2.6",""
"16"," United Kingdom","5.6","","5.5","","6.7","","7.9","","7.8","","7.8","","7.8","","7.6",""
"10"," United States","5.9","","5.7","","6.7","","8.1","","8.1","","8.0","","8.0","","8.3",""
"54"," Uruguay","3.9","","2.7","","7.1","","5.4","","5.5","","5.9","","6.1","","6.1",""
"105"," Uzbekistan","3.6","","2.5","","2.3","","2.8","","2.9","","3.1","","3.1","","3.1",""
"134"," Vanuatu","2.1","","2.7","","3.3","","4.2","","3.3","","3.2","","3.4","","4.5",""
"71"," Venezuela (Bolivarian Republic of)","1.8","","2.2","","2.2","","2.1","","2.3","","1.7","","1.5","","1.5",""
"115"," Viet Nam","1.8","","1.5","","1.4","","3.0","","2.8","","3.7","","3.8","","3.8",""
"168"," Yemen","1.4","","2.2","","1.6","","1.3","","1.4","","1.6","","1.4","","1.3",""
"139"," Zambia","2.2","","3.7","","4.0","","2.3","","2.1","","2.5","","2.8","","2.8",""
"154"," Zimbabwe","","","4.4","","2.7","","1.7","","2.1","","2.8","","2.8","","2.5",""
""
